377.59,369.59,380.89,389.33,390.95,371.00,363.53
162.95,170.79,173.80,169.82,174.43,173.57,177.38
101.14,100.65,101.83,99.99,101.15,99.98,97.17
215.63,210.83,219.61,231.67,222.83,216.63,217.17
266.61,264.90,265.60,256.17,237.87,248.33,245.74
254.49,249.12,251.18,251.34,251.30,249.40,248.30
494.74,502.41,511.35,517.61,517.81,519.79,513.32
599.25,589.61,587.23,608.30,613.14,608.04,603.22
213.45,214.34,215.39,224.98,220.00,218.53,221.37
585.94,580.24,589.80,598.58,598.21,600.94,635.73
543.51,545.40,574.17,570.26,560.50,586.37,593.90
252.36,250.93,254.54,255.00,253.52,253.68,254.41
270.33,264.76,270.55,270.03,273.08,272.26,299.55
234.20,234.12,230.85,233.44,227.88,232.09,236.90
257.84,250.95,249.49,245.03,253.14,245.90,237.96
72.96,70.40,71.75,71.85,71.99,71.89,73.65
127.25,129.00,128.84,129.28,129.63,130.28,130.69
98.42,98.41,98.61,98.55,98.16,97.63,96.68
45.46,45.35,45.17,45.20,44.81,45.20,45.36
98.70,97.87,98.09,97.26,97.83,97.30,97.39
478.89,488.41,489.50,491.50,496.99,504.07,502.00
75.10,76.17,76.65,76.68,76.35,76.35,76.63
146.91,147.65,147.60,147.98,148.62,148.90,148.86
79.70,77.82,77.33,79.55,78.27,79.91,81.51
262.58,263.08,266.24,266.24,267.00,259.87,259.49
