27.3300,26.5600,26.5700,26.9400,27.9700,28.0000,27.3100
17.2500,17.4200,17.1800,17.3800,17.4900,17.6000,17.7200
195.1800,194.5000,194.1700,192.4200,191.7300,188.0400,184.4000
11.8600,11.9700,11.9300,11.9900,12.2600,12.4800,12.5600
28.3300,28.8000,28.8000,28.9600,28.9900,29.1600,29.2400
14.4000,14.2600,14.1800,13.9500,13.6200,13.3800,13.3000
189.9900,190.2900,191.2900,192.2500,194.0300,194.3500,195.8700
144.8700,145.8600,145.4900,148.4700,150.1700,147.0700,151.0000
28.8000,28.9600,28.9900,29.1600,29.2400,29.2600,29.0700
148.9100,149.4000,146.7100,147.9200,147.4100,145.3100,145.9100
55.0500,55.2300,55.5700,55.4300,54.5600,55.1200,54.4600
338.1500,341.2700,337.2200,331.8300,332.4700,337.2000,342.6600
111.7500,109.5700,106.8700,106.9400,104.9700,107.2800,108.2900
108.4000,109.6000,110.2600,112.0200,111.9500,112.3300,111.7100
44.5200,44.6100,45.5400,45.6200,45.7600,46.6600,46.6200
26.6300,25.9900,26.0100,26.5300,26.2500,26.8000,27.1600
97.3200,97.1500,96.1800,96.3600,97.6000,97.5000,98.6600
74.4100,73.2600,73.2600,73.8500,73.8700,74.4900,74.6100
304.5600,311.2100,302.3800,295.0400,295.0000,300.4700,299.5000
47.5800,47.4200,46.9000,46.5900,47.6100,47.4500,46.8600
50.4700,50.5500,50.6400,50.0900,50.2500,49.2800,49.4200
30.2100,29.7600,29.3500,29.8300,30.3100,30.0100,29.9600
21.9200,22.0700,22.4700,22.2400,25.3100,25.1100,25.2000
28.3100,28.2200,28.0700,27.4400,27.5600,27.6400,27.1500
27.8800,27.9800,28.1700,27.9300,27.9000,27.6500,27.0600
18.7500,18.8600,18.9300,18.8800,19.0600,18.9400,19.0800
21.1900,21.5300,21.8100,22.0100,22.0100,22.2200,22.2400
129.2700,129.4000,132.5800,132.7200,131.5500,128.3800,128.4500
133.2900,132.5200,132.5700,131.9400,132.6000,135.8000,136.6500
119.6400,117.6800,117.1500,115.3400,115.7400,116.8700,117.6000
22.1300,22.3200,22.2400,22.1400,22.1100,22.0700,22.5000
34.9800,35.2900,35.2500,34.8900,35.9400,35.9400,35.6200
22.5000,22.3800,22.4900,22.0800,22.0900,21.8500,21.8700
119.0900,119.0100,121.0800,120.0100,120.9700,120.5600,122.6300
132.6700,134.5200,134.8900,134.1700,134.7500,134.3100,132.1200
21.9500,21.6600,21.4100,21.3400,21.5600,21.5500,21.6500
105.2100,106.2100,108.2400,107.9400,112.2800,116.9000,117.9200
112.2800,116.9000,117.9200,116.9600,120.0900,121.4800,123.5200
25.4700,25.1000,25.3100,25.1700,25.2000,25.7200,25.7800
53.0200,53.3900,54.2500,55.9700,56.9600,56.9800,56.8400
137.2800,130.7500,129.7900,128.7300,126.7700,127.8200,127.5100
144.7800,142.1000,142.3000,138.2300,133.2200,133.6200,133.8000
88.8700,89.8600,91.7200,91.1600,92.3900,93.1200,94.3300
79.0700,80.0900,80.1500,80.5100,80.6400,81.2400,81.4800
38.0100,38.7200,38.4400,38.0500,37.8900,38.3000,38.5600
76.3700,75.8900,73.0000,73.0100,75.9000,78.6300,78.3100
15.4800,15.3400,15.2000,15.5900,17.7300,18.2200,18.1800
11.1300,11.0700,10.5900,10.5000,10.0700,10.1400,9.6900
10.0600,10.2300,10.1300,9.9000,9.9800,9.7000,9.7200
98.6900,97.1500,95.6200,94.9300,93.3400,92.7700,91.1600
62.6200,60.0500,61.9900,61.3800,61.4500,59.1100,60.0800
152.0600,141.2100,140.3600,146.0300,146.1400,143.1500,147.4900
426.9200,438.0800,430.4500,430.2500,422.0900,406.3200,418.7600
3.9200,3.9400,3.9900,4.0100,3.9700,3.9200,3.9700
58.7800,61.6300,58.8500,61.4600,60.7600,59.8800,57.2900
264.6300,267.5800,270.0200,276.6700,279.3100,271.0400,271.1900
3.2900,3.1900,3.1200,3.0500,3.0600,3.0500,3.0500
247.6600,264.5300,267.3400,265.2400,256.3400,281.5000,276.9200
242.2800,255.4100,257.2500,259.0000,261.9900,264.6800,271.9100
56.4000,57.2000,54.3800,58.0200,57.0100,58.1600,60.3600
214.7500,213.8500,214.0000,220.3500,221.4900,218.8600,217.8900
198.3600,202.3200,202.3600,204.6600,200.7100,199.7500,195.9400
219.7600,217.9400,214.8700,217.7900,223.2300,209.5300,201.9100
276.7800,271.8700,273.1600,268.9400,270.9700,263.3100,268.7400
183.2800,188.8900,189.5500,190.3900,185.8500,189.7600,182.3400
249.0200,249.5300,254.8200,256.8200,261.7900,261.9000,266.6300
347.1200,351.9500,358.6600,357.4300,370.4700,369.6700,374.4900
160.6800,163.9400,161.2500,160.0300,168.1900,169.7700,172.1900
169.5400,174.9400,173.4200,174.5300,185.2500,184.9000,184.5100
186.1700,183.8100,183.5500,182.0400,177.7500,180.3600,181.3000
20.6100,20.5900,21.2300,21.5000,21.2600,21.1100,21.2600
27.8900,28.6800,29.5300,30.1000,31.2700,32.8100,32.0900
23.3100,22.9700,23.3700,22.8900,24.2500,24.1800,24.4200
157.6700,150.2300,149.8700,137.8000,137.5700,125.3500,123.1500
296.4500,297.1000,296.0700,288.0900,284.8200,277.7000,275.6100
372.0000,360.6400,379.0000,381.5900,365.0000,361.5300,338.3200
161.2000,170.0600,171.7900,169.1500,168.5400,172.0800,167.9800
95.3800,99.0000,99.1300,99.0000,99.3100,96.8500,94.5700
211.0800,207.5900,218.6300,231.6700,216.6200,213.4500,215.3300
266.0500,262.4600,260.4300,238.1700,232.9500,247.3400,227.4100
246.4600,243.3100,250.8700,246.9800,250.9600,247.0500,246.9500
494.4600,491.0600,509.0000,511.7700,517.6800,512.5200,513.1100
590.9900,581.4500,585.0100,602.7500,605.7700,597.6200,601.3000
213.2800,210.9300,215.1400,217.2900,218.3200,217.9400,219.2500
583.8000,577.7500,585.4500,594.2900,593.5700,598.6500,632.7600
541.5800,534.1400,557.1200,542.3100,560.1000,585.8800,592.7200
249.0200,250.8800,254.4000,253.4300,253.1100,253.0300,254.3000
265.5100,264.1900,269.0600,269.6300,271.2100,268.2000,290.2900
232.7800,229.4200,230.3800,228.7400,225.2500,230.5200,235.9700
247.2900,250.7900,245.4700,240.9800,248.0300,238.7900,235.4800
70.5900,69.9900,70.2900,71.7300,71.4900,71.5400,73.4800
