26.84
17.09
193.83
11.69
28.12
13.98
189.10
143.78
28.75
147.16
54.90
334.73
110.91
107.56
44.50
26.62
96.34
73.85
299.95
47.27
50.08
29.63
21.66
28.12
27.61
18.71
21.16
128.32
131.36
118.69
22.02
34.04
21.99
118.99
124.76
21.82
104.70
108.48
25.29
52.76
134.28
142.00
86.97
78.76
37.86
75.80
15.38
10.98
10.02
98.64
62.08
148.83
426.61
3.91
58.56
263.29
3.18
239.06
233.60
51.00
210.66
198.07
219.27
276.28
182.57
248.15
343.40
160.61
169.06
184.85
19.75
26.81
23.06
153.28
287.92
354.00
159.65
94.73
207.93
254.00
245.98
486.13
590.19
210.19
573.68
513.40
248.86
264.08
230.70
247.00
69.95
126.01
97.00
44.59
97.85
468.82
73.03
145.06
78.30
256.37
